system:index,ADM_LEVEL,CC_2,COUNTRY,COUNTRY_NO,ENGTYPE_2,FID_TCL_QC,FID_world_,GID_0,GID_1,GID_2,HASC_2,ISDISPUTED,Id,MAX_LEVEL,NAME_0,NAME_0_NOR,NAME_1,NAME_1_NOR,NAME_2,NAME_2_NOR,NL_NAME_1,NL_NAME_2,SIZE,TYPE_2,VARNAME_2,b1,.geo
74,0,,Czechia,czechia,,6,49877,CZE,,,,FALSE,49878,2,Czechia,czechia,,,,,,,small,,,396.6557533,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,0,,Czechia,czechia,,6,50232,CZE,,,,FALSE,50233,2,Czechia,czechia,,,,,,,small,,,964.2276072,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,0,,Czechia,czechia,,6,50233,CZE,,,,FALSE,50234,2,Czechia,czechia,,,,,,,small,,,3039.490741,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,0,,Czechia,czechia,,6,50234,CZE,,,,FALSE,50235,2,Czechia,czechia,,,,,,,small,,,4507.523982,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,0,,Czechia,czechia,,6,50235,CZE,,,,FALSE,50236,2,Czechia,czechia,,,,,,,small,,,5916.693207,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,0,,Czechia,czechia,,6,50236,CZE,,,,FALSE,50237,2,Czechia,czechia,,,,,,,small,,,4174.203411,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,0,,Czechia,czechia,,6,50237,CZE,,,,FALSE,50238,2,Czechia,czechia,,,,,,,small,,,3497.854827,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,0,,Czechia,czechia,,6,50238,CZE,,,,FALSE,50239,2,Czechia,czechia,,,,,,,small,,,1117.644703,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,0,,Czechia,czechia,,6,50592,CZE,,,,FALSE,50593,2,Czechia,czechia,,,,,,,small,,,227.5725298,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,0,,Czechia,czechia,,6,50593,CZE,,,,FALSE,50594,2,Czechia,czechia,,,,,,,small,,,839.9573804,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,0,,Czechia,czechia,,6,50594,CZE,,,,FALSE,50595,2,Czechia,czechia,,,,,,,small,,,2096.226015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,0,,Czechia,czechia,,6,50595,CZE,,,,FALSE,50596,2,Czechia,czechia,,,,,,,small,,,3029.081977,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,0,,Czechia,czechia,,6,50596,CZE,,,,FALSE,50597,2,Czechia,czechia,,,,,,,small,,,759.5216314,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,0,,Czechia,czechia,,6,50597,CZE,,,,FALSE,50598,2,Czechia,czechia,,,,,,,small,,,1139.646623,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,0,,Czechia,czechia,,6,50598,CZE,,,,FALSE,50599,2,Czechia,czechia,,,,,,,small,,,22.36583746,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,0,,Czechia,czechia,,6,50954,CZE,,,,FALSE,50955,2,Czechia,czechia,,,,,,,small,,,15.27132568,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,0,,Czechia,czechia,,6,50955,CZE,,,,FALSE,50956,2,Czechia,czechia,,,,,,,small,,,0.536690347,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,0,,Gambia,gambia,,7,37243,GMB,,,,FALSE,37244,2,Gambia,gambia,,,,,,,small,,,19.10842211,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,0,,Gambia,gambia,,7,37244,GMB,,,,FALSE,37245,2,Gambia,gambia,,,,,,,small,,,98.32094034,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,0,,Gambia,gambia,,7,37245,GMB,,,,FALSE,37246,2,Gambia,gambia,,,,,,,small,,,27.54806386,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,0,,Gambia,gambia,,7,37246,GMB,,,,FALSE,37247,2,Gambia,gambia,,,,,,,small,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,0,,New Zealand,new zealand,,8,13668,NZL,,,,FALSE,13669,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,0,,New Zealand,new zealand,,8,13669,NZL,,,,FALSE,13670,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,0,,New Zealand,new zealand,,8,14385,NZL,,,,FALSE,14386,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,0,,New Zealand,new zealand,,8,14386,NZL,,,,FALSE,14387,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,0,,New Zealand,new zealand,,8,14758,NZL,,,,FALSE,14759,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,0,,New Zealand,new zealand,,8,15106,NZL,,,,FALSE,15107,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,0,,New Zealand,new zealand,,8,15467,NZL,,,,FALSE,15468,2,New Zealand,new zealand,,,,,,,medium,,,1.317885699,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,0,,New Zealand,new zealand,,8,15468,NZL,,,,FALSE,15469,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,0,,New Zealand,new zealand,,8,15479,NZL,,,,FALSE,15480,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,0,,New Zealand,new zealand,,8,15826,NZL,,,,FALSE,15827,2,New Zealand,new zealand,,,,,,,medium,,,49.35511929,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,0,,New Zealand,new zealand,,8,15827,NZL,,,,FALSE,15828,2,New Zealand,new zealand,,,,,,,medium,,,633.002748,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,0,,New Zealand,new zealand,,8,15828,NZL,,,,FALSE,15829,2,New Zealand,new zealand,,,,,,,medium,,,1101.676671,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,0,,New Zealand,new zealand,,8,15829,NZL,,,,FALSE,15830,2,New Zealand,new zealand,,,,,,,medium,,,2251.296602,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,0,,New Zealand,new zealand,,8,15830,NZL,,,,FALSE,15831,2,New Zealand,new zealand,,,,,,,medium,,,178.3154368,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,0,,New Zealand,new zealand,,8,16186,NZL,,,,FALSE,16187,2,New Zealand,new zealand,,,,,,,medium,,,129.3875749,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,0,,New Zealand,new zealand,,8,16187,NZL,,,,FALSE,16188,2,New Zealand,new zealand,,,,,,,medium,,,2035.946239,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,0,,New Zealand,new zealand,,8,16188,NZL,,,,FALSE,16189,2,New Zealand,new zealand,,,,,,,medium,,,1744.68203,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,0,,New Zealand,new zealand,,8,16189,NZL,,,,FALSE,16190,2,New Zealand,new zealand,,,,,,,medium,,,1191.303594,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,0,,New Zealand,new zealand,,8,16190,NZL,,,,FALSE,16191,2,New Zealand,new zealand,,,,,,,medium,,,1184.16395,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,0,,New Zealand,new zealand,,8,16191,NZL,,,,FALSE,16192,2,New Zealand,new zealand,,,,,,,medium,,,22.11398539,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,0,,New Zealand,new zealand,,8,16203,NZL,,,,FALSE,16204,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,0,,New Zealand,new zealand,,8,16547,NZL,,,,FALSE,16548,2,New Zealand,new zealand,,,,,,,medium,,,59.81517692,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,0,,New Zealand,new zealand,,8,16548,NZL,,,,FALSE,16549,2,New Zealand,new zealand,,,,,,,medium,,,902.1921744,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,0,,New Zealand,new zealand,,8,16549,NZL,,,,FALSE,16550,2,New Zealand,new zealand,,,,,,,medium,,,1283.112207,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,0,,New Zealand,new zealand,,8,16550,NZL,,,,FALSE,16551,2,New Zealand,new zealand,,,,,,,medium,,,2810.11136,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,0,,New Zealand,new zealand,,8,16551,NZL,,,,FALSE,16552,2,New Zealand,new zealand,,,,,,,medium,,,3507.742003,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,0,,New Zealand,new zealand,,8,16563,NZL,,,,FALSE,16564,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,0,,New Zealand,new zealand,,8,16908,NZL,,,,FALSE,16909,2,New Zealand,new zealand,,,,,,,medium,,,26.15964435,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,0,,New Zealand,new zealand,,8,16909,NZL,,,,FALSE,16910,2,New Zealand,new zealand,,,,,,,medium,,,517.7282418,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,0,,New Zealand,new zealand,,8,16910,NZL,,,,FALSE,16911,2,New Zealand,new zealand,,,,,,,medium,,,1497.834777,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,0,,New Zealand,new zealand,,8,16911,NZL,,,,FALSE,16912,2,New Zealand,new zealand,,,,,,,medium,,,7949.411477,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,0,,New Zealand,new zealand,,8,16912,NZL,,,,FALSE,16913,2,New Zealand,new zealand,,,,,,,medium,,,3816.203675,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,0,,New Zealand,new zealand,,8,16913,NZL,,,,FALSE,16914,2,New Zealand,new zealand,,,,,,,medium,,,11.43365317,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,0,,New Zealand,new zealand,,8,17270,NZL,,,,FALSE,17271,2,New Zealand,new zealand,,,,,,,medium,,,798.6598573,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,0,,New Zealand,new zealand,,8,17271,NZL,,,,FALSE,17272,2,New Zealand,new zealand,,,,,,,medium,,,2313.331246,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,0,,New Zealand,new zealand,,8,17272,NZL,,,,FALSE,17273,2,New Zealand,new zealand,,,,,,,medium,,,1693.877586,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,0,,New Zealand,new zealand,,8,17273,NZL,,,,FALSE,17274,2,New Zealand,new zealand,,,,,,,medium,,,652.3584727,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,0,,New Zealand,new zealand,,8,17274,NZL,,,,FALSE,17275,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,0,,New Zealand,new zealand,,8,17631,NZL,,,,FALSE,17632,2,New Zealand,new zealand,,,,,,,medium,,,143.4665783,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,0,,New Zealand,new zealand,,8,17632,NZL,,,,FALSE,17633,2,New Zealand,new zealand,,,,,,,medium,,,1407.95766,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,0,,New Zealand,new zealand,,8,17633,NZL,,,,FALSE,17634,2,New Zealand,new zealand,,,,,,,medium,,,849.5022247,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,0,,New Zealand,new zealand,,8,17634,NZL,,,,FALSE,17635,2,New Zealand,new zealand,,,,,,,medium,,,153.4464276,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,0,,New Zealand,new zealand,,8,17635,NZL,,,,FALSE,17636,2,New Zealand,new zealand,,,,,,,medium,,,89.79765538,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,0,,New Zealand,new zealand,,8,17636,NZL,,,,FALSE,17637,2,New Zealand,new zealand,,,,,,,medium,,,5.89156496,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,0,,New Zealand,new zealand,,8,17992,NZL,,,,FALSE,17993,2,New Zealand,new zealand,,,,,,,medium,,,224.3241537,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,0,,New Zealand,new zealand,,8,17993,NZL,,,,FALSE,17994,2,New Zealand,new zealand,,,,,,,medium,,,8.359570984,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,0,,New Zealand,new zealand,,8,17994,NZL,,,,FALSE,17995,2,New Zealand,new zealand,,,,,,,medium,,,3.565274469,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,0,,New Zealand,new zealand,,8,17995,NZL,,,,FALSE,17996,2,New Zealand,new zealand,,,,,,,medium,,,866.4406179,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,0,,New Zealand,new zealand,,8,17996,NZL,,,,FALSE,17997,2,New Zealand,new zealand,,,,,,,medium,,,452.0811024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,0,,New Zealand,new zealand,,8,18353,NZL,,,,FALSE,18354,2,New Zealand,new zealand,,,,,,,medium,,,454.9710952,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,0,,New Zealand,new zealand,,8,18354,NZL,,,,FALSE,18355,2,New Zealand,new zealand,,,,,,,medium,,,2459.081023,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,0,,New Zealand,new zealand,,8,18355,NZL,,,,FALSE,18356,2,New Zealand,new zealand,,,,,,,medium,,,1277.641533,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,0,,New Zealand,new zealand,,8,18356,NZL,,,,FALSE,18357,2,New Zealand,new zealand,,,,,,,medium,,,902.27566,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,0,,New Zealand,new zealand,,8,18357,NZL,,,,FALSE,18358,2,New Zealand,new zealand,,,,,,,medium,,,193.2249378,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,0,,New Zealand,new zealand,,8,18358,NZL,,,,FALSE,18359,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,0,,New Zealand,new zealand,,8,18714,NZL,,,,FALSE,18715,2,New Zealand,new zealand,,,,,,,medium,,,381.6765656,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,0,,New Zealand,new zealand,,8,18715,NZL,,,,FALSE,18716,2,New Zealand,new zealand,,,,,,,medium,,,2378.910846,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,0,,New Zealand,new zealand,,8,18716,NZL,,,,FALSE,18717,2,New Zealand,new zealand,,,,,,,medium,,,2112.066123,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,0,,New Zealand,new zealand,,8,18717,NZL,,,,FALSE,18718,2,New Zealand,new zealand,,,,,,,medium,,,1680.002148,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,0,,New Zealand,new zealand,,8,18718,NZL,,,,FALSE,18719,2,New Zealand,new zealand,,,,,,,medium,,,210.7127067,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,0,,New Zealand,new zealand,,8,19074,NZL,,,,FALSE,19075,2,New Zealand,new zealand,,,,,,,medium,,,393.1630277,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,0,,New Zealand,new zealand,,8,19075,NZL,,,,FALSE,19076,2,New Zealand,new zealand,,,,,,,medium,,,2011.721243,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,0,,New Zealand,new zealand,,8,19076,NZL,,,,FALSE,19077,2,New Zealand,new zealand,,,,,,,medium,,,992.421976,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,0,,New Zealand,new zealand,,8,19077,NZL,,,,FALSE,19078,2,New Zealand,new zealand,,,,,,,medium,,,177.225613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,0,,New Zealand,new zealand,,8,19078,NZL,,,,FALSE,19079,2,New Zealand,new zealand,,,,,,,medium,,,537.094271,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,0,,New Zealand,new zealand,,8,19433,NZL,,,,FALSE,19434,2,New Zealand,new zealand,,,,,,,medium,,,33.66987973,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,0,,New Zealand,new zealand,,8,19434,NZL,,,,FALSE,19435,2,New Zealand,new zealand,,,,,,,medium,,,819.2606298,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,0,,New Zealand,new zealand,,8,19435,NZL,,,,FALSE,19436,2,New Zealand,new zealand,,,,,,,medium,,,310.4229187,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,0,,New Zealand,new zealand,,8,19436,NZL,,,,FALSE,19437,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,0,,New Zealand,new zealand,,8,19793,NZL,,,,FALSE,19794,2,New Zealand,new zealand,,,,,,,medium,,,947.6295199,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,0,,New Zealand,new zealand,,8,19794,NZL,,,,FALSE,19795,2,New Zealand,new zealand,,,,,,,medium,,,164.4104907,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,0,,New Zealand,new zealand,,8,19795,NZL,,,,FALSE,19796,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1,0,,New Zealand,new zealand,,8,20152,NZL,,,,FALSE,20153,2,New Zealand,new zealand,,,,,,,medium,,,145.2126517,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,0,,New Zealand,new zealand,,8,20153,NZL,,,,FALSE,20154,2,New Zealand,new zealand,,,,,,,medium,,,66.42655273,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,0,,New Zealand,new zealand,,8,20881,NZL,,,,FALSE,20882,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,0,,New Zealand,new zealand,,8,21241,NZL,,,,FALSE,21242,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,0,,New Zealand,new zealand,,8,21602,NZL,,,,FALSE,21603,2,New Zealand,new zealand,,,,,,,medium,,,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
